ENSG00000154832	20
ENSG00000166582	20
ENSG00000152217	20
ENSG00000155545	20
ENSG00000125931	20
ENSG00000124151	20
ENSG00000131778	20
ENSG00000158019	20
ENSG00000141510	20
ENSG00000166451	20
ENSG00000171681	20
ENSG00000163602	20
ENSG00000170854	20
ENSG00000171843	20
ENSG00000142623	20
ENSG00000183337	20
ENSG00000122180	20
ENSG00000164093	20
ENSG00000169925	20
ENSG00000116539	20
ENSG00000176635	20
ENSG00000160633	20
ENSG00000204371	20
ENSG00000119778	20
ENSG00000116731	20
ENSG00000132604	20
ENSG00000198945	20
ENSG00000204463	20
ENSG00000198890	20
ENSG00000132003	20
ENSG00000123569	20
ENSG00000177200	20
ENSG00000243667	20
ENSG00000122304	20
ENSG00000140455	20
ENSG00000125820	20
ENSG00000159267	20
ENSG00000168283	20
ENSG00000183955	20
ENSG00000186350	20
ENSG00000181472	20
ENSG00000129194	20
ENSG00000153922	20
ENSG00000204227	20
ENSG00000157259	20
ENSG00000175792	20
ENSG00000221890	20
ENSG00000119953	20
ENSG00000196781	20
ENSG00000142082	20
ENSG00000183576	20
ENSG00000147133	20
ENSG00000169857	20
ENSG00000165702	20
ENSG00000164190	20
ENSG00000130066	20
ENSG00000156502	20
ENSG00000197724	20
ENSG00000158636	20
ENSG00000145703	20
ENSG00000132153	20
ENSG00000143499	20
ENSG00000162521	20
ENSG00000198730	20
ENSG00000159259	20
ENSG00000138050	20
ENSG00000124702	20
ENSG00000134250	20
ENSG00000171861	20
ENSG00000167978	20
ENSG00000147488	20
ENSG00000163012	20
ENSG00000139618	20
ENSG00000124733	20
ENSG00000196235	20
ENSG00000143390	20
ENSG00000180198	20
ENSG00000136518	20
ENSG00000137812	20
ENSG00000130816	20
ENSG00000140995	20
ENSG00000166803	20
ENSG00000126778	20
ENSG00000168702	20
ENSG00000173039	20
ENSG00000143033	20
ENSG00000164663	20
ENSG00000197380	20
ENSG00000153487	20
ENSG00000171016	20
ENSG00000184402	20
ENSG00000123636	20
ENSG00000163322	20
ENSG00000175279	20
ENSG00000170748	20
ENSG00000126756	20
ENSG00000153044	20
ENSG00000170948	20
ENSG00000178028	20
ENSG00000163517	20
ENSG00000119760	20
ENSG00000181449	20
ENSG00000146670	20
ENSG00000165097	20
ENSG00000178279	20
ENSG00000138375	20
ENSG00000126457	20
ENSG00000166439	20
ENSG00000122877	20
ENSG00000138336	20
ENSG00000144369	20
ENSG00000143258	20
ENSG00000198157	20
ENSG00000166313	20
ENSG00000144355	20
ENSG00000196363	20
ENSG00000196591	20
ENSG00000140990	20
ENSG00000129071	20
ENSG00000173757	20
ENSG00000243789	20
ENSG00000116062	20
ENSG00000156983	20
ENSG00000124422	20
ENSG00000156256	20
ENSG00000162992	20
ENSG00000163159	20
ENSG00000187569	20
ENSG00000129245	20
ENSG00000163840	20
ENSG00000196199	20
ENSG00000179348	20
ENSG00000147050	20
ENSG00000126012	20
ENSG00000143224	20
ENSG00000187605	20
ENSG00000151702	20
ENSG00000165124	20
ENSG00000166349	20
ENSG00000188976	20
ENSG00000179772	20
ENSG00000132600	20
ENSG00000205835	20
ENSG00000115548	20
ENSG00000148516	20
ENSG00000120733	20
ENSG00000147274	20
ENSG00000163348	20
ENSG00000121057	20
ENSG00000171988	20
ENSG00000157613	20
ENSG00000169375	20
ENSG00000149136	20
ENSG00000198604	20
ENSG00000118513	20
ENSG00000188895	20
ENSG00000137265	20
ENSG00000139718	20
ENSG00000123600	20
ENSG00000164091	20
ENSG00000128510	20
ENSG00000183814	20
ENSG00000173200	20
ENSG00000183207	20
ENSG00000132275	20
ENSG00000141027	20
ENSG00000138496	20
ENSG00000173894	20
ENSG00000164256	20
ENSG00000166503	20
ENSG00000167674	20
ENSG00000136824	20
ENSG00000123485	20
ENSG00000165156	20
ENSG00000153391	20
ENSG00000141448	20
ENSG00000141646	20
ENSG00000146918	20
ENSG00000221926	20
ENSG00000128710	20
ENSG00000160310	20
ENSG00000136997	20
